method,mae,rmse,mape,r2,time
rf,6.988470442105747,10.953189712242091,7.246530036626777,0.896850159919037,4.76837158203125e-07
xt,8.600150987782131,12.661416764677197,9.761923150517184,0.8621674001820315,4.76837158203125e-07
ivf_rf,6.978373462189228,10.966928190145726,6.981179731746374,0.8965912379836152,2.1792752742767334
swf_rf,6.986735961583652,10.951406413762374,7.2392787483254,0.896883745017725,2.010101318359375
owf_rf,6.986981057881535,10.951594664162599,7.241080131123086,0.8968801999309342,2.1372106075286865
mrf_rf,6.9848363188759635,10.944255082023394,7.089891024065335,0.8970183720692505,2.784088373184204
xgb,7.366643281414076,11.358652674563713,1.6405640296767032,0.8871045777653274,0.2767162322998047
rf,7.058244470726855,11.213044767146792,1.341974527606658,0.8899804651330827,7.152557373046875e-07
xt,8.715141901755258,13.008008548168986,1.7172344051846011,0.8519377585312137,7.152557373046875e-07
ivf_rf,7.0465742865960115,11.22114245157543,1.3217417357171324,0.8898215029273424,2.1784822940826416
swf_rf,7.056729464317826,11.21130277860729,1.341198785152368,0.8900146463721397,2.0217971801757812
owf_rf,7.056966067663617,11.211672704038095,1.3412336589754121,0.8900073881522226,2.154524564743042
mrf_rf,7.014729171965011,11.153141712606313,1.3352289319848132,0.89115283217869,2.786965847015381
xgb,7.452594472297946,11.618477922983168,2.0212550114104904,0.8838757895633143,0.22725939750671387
rf,7.082958953750404,11.36977255730071,2.4463816209021503,0.8887940936378872,7.152557373046875e-07
xt,8.70793876728011,13.16556918367453,3.27509104503406,0.8508910956250941,7.152557373046875e-07
ivf_rf,7.138890843464895,11.476551324714535,2.185145529394817,0.8866955136236606,2.213892936706543
swf_rf,7.081443272042273,11.368229921903911,2.445877346390039,0.888824268125332,2.0167553424835205
owf_rf,7.081464692718703,11.368040653671894,2.4468320417630807,0.8888279699961062,2.134040594100952
mrf_rf,7.074931557881922,11.373295222449203,2.39309762223639,0.888725173726831,2.759610414505005
xgb,7.579855563739919,11.624989505635584,2.822250297490251,0.8848190589838018,0.20771455764770508
rf,7.300457023955681,11.555333839441161,2.229528829332798,0.8861952268832314,4.76837158203125e-07
xt,8.9719983668129,13.403515229640899,3.1142950535008054,0.8468796519444945,4.76837158203125e-07
ivf_rf,7.301956957396603,11.591127282733583,2.503091555619711,0.8854890986711828,2.2241814136505127
swf_rf,7.298948836869456,11.55333806938022,2.229305995537659,0.8862345348855802,2.005560874938965
owf_rf,7.299236890581862,11.553717310546416,2.2290646803268515,0.8862270660042026,2.157862424850464
mrf_rf,7.2814058322367,11.5428674300953,2.3371569817076976,0.8864406497517672,3.1370012760162354
xgb,7.624448068896632,11.994550550153255,9.590130282601772,0.8792670022943249,0.22962498664855957
rf,7.376367728929025,11.928764786925933,9.392942691119144,0.8805877239781429,7.152557373046875e-07
xt,9.009819172374593,13.69644888417068,7.559290421502952,0.8425748963755775,7.152557373046875e-07
ivf_rf,7.372179197765228,11.90560798716797,8.786293802311565,0.881050893841197,2.2360951900482178
swf_rf,7.374805015277004,11.927116093550968,9.390410498483256,0.8806207300146831,2.0123867988586426
owf_rf,7.374958609190535,11.92724043488781,9.390302511761625,0.8806182409208773,2.1412317752838135
mrf_rf,7.376367728929024,11.928764786925932,9.392942691119147,0.880587723978143,2.830044984817505
xgb,7.514792129483835,11.587413830257947,9.376401338229662,0.8888444632508239,0.21211767196655273
rf,7.243950262297143,11.473777320094207,7.199284346818301,0.8910139534300173,7.152557373046875e-07
xt,8.89479362784022,13.242215558841934,9.703561952137697,0.854829166179542,7.152557373046875e-07
ivf_rf,7.265873912705589,11.53665008901044,6.769771122358794,0.8898162609086314,2.200230121612549
swf_rf,7.242773735022268,11.472368228579276,7.196085836852388,0.891040720880554,2.0113096237182617
owf_rf,7.242802764152869,11.472190256525039,7.196929975223029,0.8910441014478324,2.1536061763763428
mrf_rf,7.223120689117076,11.448480092493288,7.0354567618668575,0.8914940055351224,2.801969528198242
xgb,7.679825293548356,11.876838003790414,12.210359868225808,0.8821994874469538,0.2549245357513428
rf,7.2170262145542825,11.543606365787568,12.61174163102686,0.8887170749888049,4.76837158203125e-07
xt,8.95899501073984,13.387502477321691,16.996345087039042,0.8503265936316513,7.152557373046875e-07
ivf_rf,7.235706785991146,11.593166598850434,11.618179422837123,0.8877594804969016,2.1792659759521484
swf_rf,7.215656510201684,11.54223656263811,12.609321824268196,0.8887434838340245,2.018843173980713
owf_rf,7.2159891894488775,11.542561247698302,12.610788813820356,0.8887372244168777,2.18501877784729
mrf_rf,7.202148324001332,11.518862626977498,12.36539247436072,0.8891936339458374,2.8109869956970215
